Stress_Level,Sector,Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Affected_by_Covid
Medium,Healthcare,1,1,5.36,3.624,0,1,1,1,1,1,0,1,1
Low,Healthcare,1,1,7.736,5.553,1,1,0,0,0,1,0,0,1
Low,Retail,1,0,8.853,434.91,0,0,0,0,1,1,0,1,1
Medium,Education,1,1,7.63,4.802,0,0,0,0,0,0,0,0,1
Medium,Retail,0,1,9.077,3.211,1,0,1,0,1,0,0,0,1
Medium,Healthcare,1,1,6.613,21.535,1,0,1,0,1,1,0,0,1
Medium,Education,1,1,35.116,35.117,0,0,0,0,1,0,0,0,1
Medium,Retail,1,1,996.423,5.165,1,0,1,0,0,1,0,1,1
Low,Healthcare,1,1,995.162,5.162,1,1,0,0,0,1,0,0,1
Medium,IT,0,1,13.007,33.541,0,1,1,0,0,1,0,1,1
Low,IT,1,1,35.856,2.708,1,0,1,0,1,0,0,1,1
High,IT,0,1,950.166,24.149,1,0,0,0,0,0,0,1,1
Low,Healthcare,1,1,40.626,37.95,1,1,1,1,1,1,0,1,1
Medium,Retail,0,0,11.512,4.204,1,0,0,0,1,0,0,1,1
Medium,IT,1,1,8.975,6.209,0,0,0,1,1,1,0,1,1
Medium,Retail,1,0,6.096,4.184,1,0,0,1,0,1,0,1,1
High,Healthcare,1,1,9.56,4.92,0,0,0,0,1,1,0,1,1
Medium,IT,1,1,6.893,2.829,0,0,1,0,0,1,0,1,1
Medium,Healthcare,0,1,8.6,4.062,1,1,1,0,1,1,0,1,1
Medium,Education,0,0,8.411,4.21,1,1,0,0,0,1,0,0,1
Medium,IT,1,1,11.488,37.892,1,0,0,1,1,1,0,0,1
Medium,IT,0,1,11.629,39.672,0,0,0,1,1,1,0,0,1
High,Retail,1,0,6.805,4.189,0,0,0,1,1,1,0,1,1
Medium,Healthcare,1,1,10.116,4.721,0,0,1,1,1,0,0,0,1
Medium,Education,1,0,8.709,5.753,1,0,0,1,1,1,0,1,1
High,Healthcare,1,1,5.174,601.678,1,0,0,0,1,1,0,1,1
High,Education,0,0,660.754,5.67,1,0,1,0,1,0,1,0,1
Medium,IT,0,1,12.672,14.337,1,0,0,0,1,1,0,0,1
Medium,Retail,0,1,871.57,4.463,1,1,0,0,1,0,0,0,1
High,Healthcare,1,1,9.999,753.344,1,0,0,1,0,1,0,1,1
High,Retail,0,1,7.575,39.361,1,0,1,0,0,0,0,1,1
Low,Healthcare,0,1,6.92,4.27,1,0,0,0,0,1,0,1,1
Medium,Education,1,0,805.452,3.534,1,1,1,0,1,0,1,0,1
High,Retail,1,1,74.677,5.0,0,0,0,1,1,1,0,1,1
Medium,IT,1,1,5.013,4.543,1,0,0,1,1,1,0,1,1
High,Healthcare,1,1,5.993,29.859,0,1,0,1,1,0,0,1,1
Low,Retail,0,1,9.415,38.284,1,0,1,1,0,1,0,1,1
High,IT,1,1,7.238,23.223,1,0,0,1,0,1,0,1,1
Medium,Education,1,1,8.051,38.215,1,1,0,0,1,1,0,1,1
Low,Education,0,1,846.984,33.709,0,0,1,0,0,1,0,1,1
Medium,Retail,0,0,862.61,4.204,0,0,0,0,1,1,0,1,1
Low,Retail,1,1,10.293,29.351,0,0,0,1,1,1,1,0,1
High,Retail,0,1,5.802,36.783,1,1,0,1,0,1,0,0,1
High,IT,0,0,914.05,4.013,0,1,0,0,1,1,1,1,1
Medium,Retail,1,1,9.51,4.117,1,1,1,0,1,0,0,1,1
Medium,Healthcare,1,1,997.17,44.114,1,0,0,0,0,0,0,1,1
Medium,Education,1,1,5.174,37.387,0,1,0,0,0,0,0,0,1
Low,Education,0,1,8.509,28.199,1,0,1,0,0,1,0,1,1
Medium,Education,1,0,11.432,4.123,0,0,0,0,1,0,0,0,1
Low,IT,1,1,7.801,37.317,0,0,0,0,1,0,0,1,1
Low,Education,1,1,8.966,5.536,1,0,1,1,0,1,0,0,1
High,Education,1,1,956.079,5.726,1,0,0,0,0,1,0,1,1
Medium,Retail,1,1,5.949,1.941,0,1,1,0,0,0,0,1,1
Medium,Healthcare,1,1,1.166,4.925,1,0,1,0,1,1,1,0,1
High,Healthcare,1,1,8.999,5.226,1,0,0,1,1,1,0,0,1
Medium,Education,1,1,9.039,19.812,0,1,1,1,1,0,0,1,1
Medium,IT,0,1,467.594,4.869,0,0,0,0,0,1,1,1,1
Low,Education,1,1,9.589,5.343,1,1,0,0,1,1,1,1,1
Medium,IT,1,1,9.012,25.755,1,1,1,0,1,0,0,1,1
Medium,IT,1,1,11.248,3.645,1,0,1,0,1,1,0,0,1
Medium,Retail,0,0,7.377,4.279,0,0,0,0,0,1,1,1,1
Low,Education,1,1,6.024,4.855,1,1,1,1,1,0,0,1,1
Medium,IT,1,1,6.635,25.173,1,1,0,0,1,1,0,1,1
High,Retail,0,1,6.99,5.735,0,1,0,1,1,1,0,1,1
Low,IT,1,1,5.762,9.559,1,1,1,0,0,1,0,1,1
Low,Healthcare,0,1,10.58,598.561,1,0,0,1,1,1,0,1,1
Low,IT,0,1,10.655,4.825,1,0,0,1,0,1,0,0,1
Medium,Education,1,0,760.841,3.067,0,0,0,1,1,0,0,0,1
High,Retail,1,0,7.214,529.66,0,0,1,1,0,0,0,1,1
Low,IT,1,1,4.369,2.428,1,0,0,0,0,1,0,1,1
High,IT,0,1,9.391,41.724,1,1,0,1,0,1,0,1,1
Medium,Education,1,1,11.306,4.357,1,0,0,1,1,1,0,1,1
Medium,Education,0,1,6.725,4.354,0,0,0,0,1,1,0,1,1
Medium,Education,0,1,7.766,2.74,0,1,0,0,0,1,0,1,1
Medium,Education,0,1,8.868,3.255,1,0,1,1,1,0,0,1,1
High,Healthcare,1,1,11.448,4.19,1,0,1,1,1,0,0,0,1
High,Healthcare,1,1,8.399,2.909,1,0,1,1,0,1,0,1,1
Medium,IT,0,1,8.39,44.071,1,0,1,1,0,0,0,1,1
Medium,Education,1,1,8.358,3.078,1,1,1,0,1,1,1,0,1
Medium,IT,0,1,5.149,5.5,0,0,0,1,1,0,1,0,1
High,Retail,1,1,510.641,6.344,1,0,0,0,1,1,0,1,1
High,Healthcare,1,1,6.384,3.553,0,0,1,1,1,1,0,1,1
Medium,IT,1,1,10.025,5.38,1,0,0,1,1,1,1,1,1
High,Education,0,1,7.329,3.681,1,0,0,1,1,0,1,1,1
Medium,IT,1,0,6.94,25.953,0,0,1,0,0,1,1,1,1
Medium,Education,1,1,6.905,33.614,0,0,0,0,1,0,0,1,1
High,Retail,0,1,7.724,412.835,0,0,0,0,1,0,1,1,1
Medium,Retail,0,1,1.14,13.195,0,0,1,0,0,0,0,1,1
Medium,Education,0,1,7.697,4.938,0,0,1,0,1,1,0,0,1
Medium,IT,1,0,6.427,4.129,1,1,0,1,1,1,1,1,1
Low,Healthcare,0,0,8.05,5.5,0,0,1,1,0,1,0,1,1
Medium,Education,1,1,11.51,4.912,1,1,0,1,1,1,0,0,1
Medium,IT,1,0,6.994,4.179,0,1,0,1,1,1,0,1,1
Medium,Education,0,1,563.798,34.662,1,0,1,1,0,0,0,0,1
Medium,Education,1,1,6.998,6.284,1,0,1,1,1,0,0,1,1
Medium,Education,1,1,8.257,725.48,0,0,1,1,1,1,0,1,1
High,Healthcare,0,0,937.648,3.491,1,0,1,1,0,0,0,1,1
Medium,Retail,0,1,1.001,5.563,1,0,0,1,1,1,0,0,1
Medium,IT,0,1,5.908,29.398,1,0,1,1,0,1,0,1,1
High,Healthcare,1,0,6.098,31.184,0,1,1,0,1,1,0,1,1
Low,Healthcare,1,1,735.347,34.206,0,0,0,0,1,1,1,1,1
High,IT,1,1,9.368,5.027,1,1,1,1,0,0,0,0,1
Low,Education,1,1,5.479,2.387,1,0,0,0,0,1,0,1,1
High,Retail,1,1,67.853,6.324,1,0,0,0,1,1,0,1,1
Medium,Education,1,1,6.814,5.406,1,0,0,1,0,1,0,1,1
High,Retail,0,1,9.883,4.992,1,1,0,0,1,0,1,1,1
Low,Education,1,1,9.056,3.559,1,0,0,0,1,0,0,0,1
Medium,IT,1,1,980.743,5.244,0,1,0,1,1,0,0,0,1
Medium,IT,0,1,10.677,37.604,1,0,1,0,0,0,0,1,1
High,IT,1,1,7.388,4.661,1,1,1,1,0,1,0,0,1
Low,IT,1,1,5.625,4.24,0,0,0,0,0,0,0,0,1
Medium,Healthcare,1,0,563.807,1.17,0,0,1,0,0,0,0,0,1
Medium,IT,0,1,4.323,4.609,0,1,1,1,0,1,0,0,1
Medium,Healthcare,0,1,7.082,488.633,1,0,1,1,0,1,0,1,1
Medium,IT,0,1,72.315,12.194,1,0,0,1,1,1,0,0,1
Low,IT,1,1,9.575,22.198,1,1,1,0,1,0,1,1,1
High,Retail,0,1,8.033,70.965,1,1,1,1,0,1,0,1,1
Medium,IT,1,1,7.019,37.204,0,0,0,1,0,1,0,1,1
Low,IT,0,1,7.768,5.463,1,1,1,0,1,1,1,1,1
Medium,Education,1,1,5.922,5.69,0,0,1,1,1,0,0,1,1
Low,Healthcare,1,1,10.05,45.909,1,0,0,0,1,0,1,1,1
Medium,Healthcare,1,1,6.428,5.525,0,0,1,1,1,0,0,1,1
Medium,IT,0,1,5.72,8.306,0,0,0,1,1,1,0,1,1
Medium,Education,1,1,963.576,36.542,0,0,0,0,0,1,0,1,1
High,Healthcare,1,1,9.148,6.208,0,0,0,0,1,0,0,1,1
Medium,IT,1,1,4.552,13.808,1,1,0,0,0,1,0,1,1
High,Healthcare,1,1,9.71,3.18,1,0,1,0,1,0,1,0,1
High,Retail,1,1,6.516,30.019,0,0,1,1,1,1,0,1,1
Low,Education,1,1,7.251,40.621,1,0,0,1,0,1,1,1,1
High,Healthcare,1,0,8.374,3.969,0,0,0,0,1,1,0,1,1
High,Healthcare,1,1,9.173,4.2,1,0,1,1,1,1,1,1,1
Medium,IT,1,0,8.89,4.262,1,0,0,0,1,1,1,1,1
Medium,Retail,0,1,7.9,4.499,1,0,1,0,0,0,0,1,1
High,Healthcare,1,1,7.15,25.614,0,1,1,0,1,0,0,1,1
Medium,Retail,1,1,8.824,2.912,1,0,1,1,0,1,0,1,1
High,IT,0,1,7.763,39.446,1,1,1,1,0,0,0,1,1
Low,Education,1,0,11.61,39.679,0,0,1,0,0,1,0,1,1
Medium,Retail,1,1,9.172,2.377,0,0,1,0,1,0,1,1,1
Low,Education,1,1,615.316,5.622,1,0,1,0,1,1,1,1,1
Medium,Education,1,1,7.044,50.872,1,0,0,0,1,0,0,1,1
High,Healthcare,1,1,8.096,2.71,0,0,0,0,1,1,1,1,1
Medium,IT,1,1,1.059,36.874,1,1,1,0,0,1,0,1,1
Medium,Education,1,1,1.082,7.014,1,1,1,1,1,0,0,1,1
Medium,IT,1,1,7.207,4.24,0,0,0,0,0,1,0,0,1
Low,Retail,1,1,6.132,45.935,0,0,0,1,0,1,0,1,1
High,Healthcare,1,1,5.877,30.865,1,1,0,1,0,1,0,0,1
Medium,Healthcare,1,1,850.485,35.303,0,0,1,1,0,1,0,1,1
High,Healthcare,1,1,12.607,6.266,0,0,1,1,0,1,0,1,1
Medium,Healthcare,1,0,9.078,4.169,1,1,0,0,0,0,0,0,1
Medium,Retail,0,1,4.812,38.936,1,1,1,1,0,1,0,0,1
High,Education,1,0,6.547,4.011,0,0,1,1,1,1,0,0,1
Low,Education,1,0,6.752,7.818,1,1,1,0,0,0,0,1,1
Medium,Education,1,1,6.355,4.059,0,0,0,0,1,0,0,1,1
Medium,IT,0,0,722.421,2.754,0,0,1,0,1,0,0,0,1
Medium,IT,1,1,8.738,30.169,0,0,0,0,1,0,0,0,1
Medium,Education,1,0,9.363,5.171,0,1,1,0,1,1,0,1,1
Medium,Retail,1,1,10.183,18.572,1,0,0,1,0,1,0,1,1
High,IT,0,0,9.048,46.758,1,0,0,0,0,1,0,1,1
High,Retail,0,0,4.091,2.914,0,0,0,0,1,1,0,1,1
Medium,Retail,1,1,5.885,12.118,1,1,0,0,1,1,0,1,1
Medium,Healthcare,1,1,7.683,2.529,0,1,1,1,1,1,0,1,1
High,Retail,1,1,8.294,4.041,1,0,0,1,1,1,0,1,1
Medium,Retail,1,1,9.722,6.092,0,0,1,0,1,0,0,1,1
Medium,Education,1,1,8.086,5.369,0,1,0,0,0,0,0,1,1
Low,Education,1,0,8.101,35.594,0,0,1,1,1,1,1,1,1
Medium,Education,1,1,847.559,545.828,0,0,1,0,1,0,0,1,1
Medium,Healthcare,1,0,7.489,34.648,0,1,0,1,1,1,0,1,1
Medium,IT,1,1,8.173,1.8,0,0,1,1,0,1,1,1,1
Medium,Education,1,0,102.516,4.031,1,0,0,1,0,1,1,1,1
High,Retail,1,1,7.832,17.41,1,0,1,1,1,1,0,0,1
Medium,Retail,1,1,7.939,5.187,0,0,1,0,1,1,0,0,1
High,Retail,1,1,7.932,5.208,0,1,0,0,0,1,0,1,1
Medium,Education,0,1,10.595,26.8,1,1,1,0,1,1,0,0,1
High,IT,0,1,5.783,4.218,1,0,0,0,0,0,0,1,1
High,IT,1,1,1.155,4.204,0,1,1,0,0,1,0,1,1
Low,IT,1,1,5.647,53.079,1,0,0,0,1,1,1,1,1
Medium,Education,0,1,6.691,2.132,0,1,1,0,0,0,1,1,1
Low,Retail,1,1,948.947,489.923,1,0,1,1,0,1,0,1,1
High,IT,0,1,10.06,2.024,0,0,1,0,0,1,1,1,1
High,Healthcare,1,1,5.193,5.165,0,1,1,1,1,1,0,1,1
Medium,Retail,1,1,5.814,55.94,0,0,0,0,0,0,0,1,1
Medium,Healthcare,1,1,8.555,29.956,0,0,0,0,1,1,0,1,1
Medium,Education,1,1,12.688,58.286,0,0,0,1,0,1,1,1,1
Medium,Retail,0,1,10.492,16.389,1,0,1,0,0,0,0,1,1
Medium,Retail,1,1,75.038,5.649,1,0,1,1,1,0,0,0,1
Low,Education,0,1,3.161,6.157,1,0,0,1,1,0,1,0,1
Medium,IT,1,1,8.163,4.518,0,1,0,0,1,0,0,1,1
High,Healthcare,0,1,8.724,37.067,0,1,1,0,0,0,1,1,1
Medium,Healthcare,1,1,7.234,44.686,1,0,1,0,0,1,0,0,1
Medium,Education,1,1,6.298,30.943,0,0,1,1,1,1,0,1,1
Medium,IT,1,0,8.318,79.369,1,0,0,1,0,1,0,1,1
High,Retail,1,1,6.115,3.12,1,0,1,0,1,0,0,0,1
High,Healthcare,1,0,11.744,5.976,0,0,0,0,1,1,0,1,1
Medium,Education,0,1,11.033,2.888,1,1,0,0,1,1,0,0,1
High,Healthcare,0,1,9.315,6.395,1,0,0,1,0,1,0,0,1
High,IT,1,1,8.179,7.018,1,0,1,1,0,1,1,1,1
High,Education,0,1,667.967,4.578,1,0,0,1,1,1,1,1,1
High,Healthcare,0,0,7.958,4.429,0,1,0,0,0,0,1,1,1
Low,Education,0,0,11.278,2.565,1,1,1,1,1,1,0,0,1
Medium,Education,1,1,9.737,2.386,1,1,0,0,1,0,0,1,1
High,Healthcare,1,1,840.738,4.446,1,0,1,1,0,0,0,1,1
High,IT,1,1,984.794,6.187,1,0,1,1,1,1,0,1,1
Low,IT,1,1,9.091,31.776,0,0,0,1,0,1,0,1,1
Medium,Education,0,1,8.792,73.118,0,0,0,0,0,0,0,0,1
Medium,Healthcare,1,1,9.961,3.084,1,1,0,1,0,1,1,1,1
Medium,Healthcare,0,1,9.034,4.344,0,0,0,1,1,0,1,1,1
Medium,Healthcare,1,1,9.717,4.348,0,1,0,0,1,1,0,0,1
Medium,IT,0,1,8.322,38.476,0,0,1,1,1,0,0,0,1
High,Retail,1,1,7.491,9.342,0,1,0,1,0,1,0,1,1
High,Retail,0,1,6.903,3.071,0,1,0,1,1,0,1,1,1
High,Healthcare,1,1,6.665,42.994,0,1,1,0,1,1,0,1,1
Medium,Education,0,1,4.789,38.56,0,0,0,1,0,0,1,0,1
High,Education,1,1,6.176,4.954,1,0,0,1,0,1,0,1,1
Low,Retail,1,1,6.118,5.135,1,1,1,1,0,0,0,1,1
Low,Retail,1,1,6.985,36.398,1,0,1,0,0,0,1,0,1
High,IT,1,1,11.124,2.556,0,0,1,1,1,0,0,1,1
Medium,Healthcare,1,1,76.848,632.247,1,1,1,1,1,1,0,0,1
Low,Healthcare,0,1,8.483,1.966,1,0,1,0,0,0,0,0,1
High,IT,0,1,8.546,3.107,0,0,1,0,0,1,1,1,1
High,Healthcare,1,1,11.175,2.725,0,1,0,1,0,0,1,0,1
High,Retail,1,1,6.848,5.119,1,0,0,1,1,0,1,1,1
Medium,Education,1,1,7.554,5.975,1,0,0,1,1,1,0,1,1
Medium,IT,0,0,7.787,3.739,1,0,0,1,1,1,1,0,1
Medium,Healthcare,1,1,10.273,4.344,0,1,0,0,1,0,1,1,1
Medium,IT,0,1,1.068,4.643,1,0,0,1,1,0,0,1,1
High,Healthcare,1,1,894.916,6.706,0,0,0,0,1,1,0,0,1
High,Healthcare,1,1,10.465,13.396,0,0,1,1,0,1,0,0,1
High,Healthcare,1,1,8.355,51.163,0,0,1,0,1,1,0,0,1
Low,Retail,1,0,7.654,4.564,0,0,1,0,1,1,0,1,1
High,IT,1,1,10.357,34.437,1,0,0,1,0,0,0,0,1
High,Healthcare,1,0,8.975,4.489,1,0,0,0,0,1,0,0,1
Medium,Retail,0,1,65.289,5.111,1,1,0,0,0,0,0,1,1
Medium,Retail,1,1,9.994,4.874,1,0,1,0,0,1,1,1,1
High,Healthcare,1,1,7.583,7.237,1,0,0,1,0,1,0,1,1
Low,Retail,0,0,7.338,4.191,1,0,1,1,1,1,0,1,1
High,Retail,1,1,9.786,4.04,1,0,0,0,0,0,0,0,1
Low,Education,1,1,7.822,37.28,1,1,1,0,0,0,1,1,1
Medium,Retail,1,1,877.791,4.829,1,1,1,0,1,1,0,1,1
High,Retail,1,1,9.323,39.519,0,1,1,0,1,0,0,1,1
High,IT,1,1,6.434,4.019,0,0,0,0,1,0,1,1,1
High,Education,1,1,8.769,4.026,0,1,1,0,1,1,0,1,1
High,IT,0,1,10.698,37.98,1,1,1,1,0,1,0,0,1
High,Education,0,1,6.087,30.869,1,0,1,0,1,0,0,1,1
High,IT,0,1,8.899,4.627,1,0,0,0,0,1,0,0,1
Medium,Retail,0,1,6.341,3.572,0,1,1,0,1,1,0,1,1
High,IT,1,1,10.042,49.205,0,0,0,1,0,1,0,1,1
Medium,Healthcare,1,0,10.023,4.166,1,0,1,0,1,1,0,0,1
Medium,IT,0,1,7.291,342.013,0,0,1,1,0,0,1,0,1
High,IT,1,0,12.419,6.347,1,0,0,0,1,1,0,0,1
High,Healthcare,0,1,10.213,38.465,1,0,1,0,0,1,0,1,1
High,Education,1,1,9.413,49.342,1,0,1,0,0,1,0,1,1
Low,Healthcare,0,1,930.122,2.95,1,0,1,1,0,0,0,1,1
Medium,Education,1,1,9.967,9.616,0,0,0,1,0,0,1,1,1
Medium,Healthcare,0,1,6.008,31.495,1,1,0,1,0,0,0,1,1
Medium,Retail,1,1,8.389,7.938,0,0,1,1,1,0,0,1,1
Medium,Healthcare,1,1,8.766,3.644,1,1,0,0,0,0,1,1,1
High,Education,1,1,7.199,6.202,0,0,1,1,1,0,0,1,1
Low,IT,0,1,892.959,26.42,1,0,0,0,1,1,0,1,1
Low,Retail,0,1,10.463,8.409,1,0,1,1,0,1,1,1,1
High,IT,0,0,7.156,625.038,1,0,0,1,0,1,1,0,1
High,Education,1,1,7.891,32.869,0,0,0,0,0,0,1,1,1
Low,IT,0,1,6.358,3.976,1,0,1,0,1,1,0,0,1
Medium,IT,1,1,4.426,5.182,0,0,0,1,0,0,0,0,1
Low,IT,1,1,9.557,4.784,0,0,0,0,0,1,0,1,1
High,Retail,1,1,7.948,5.125,0,1,1,1,1,0,0,1,1
Medium,IT,1,1,8.095,5.35,1,1,0,0,1,0,1,1,1
Medium,Education,1,1,6.026,13.808,0,0,0,0,0,0,0,0,1
Medium,Retail,0,1,7.628,18.784,0,1,0,0,1,0,0,1,1
Medium,Education,1,0,10.193,5.756,1,0,1,0,1,0,0,0,1
Medium,Retail,1,1,8.001,282.739,0,0,1,0,0,0,0,1,1
High,Healthcare,0,1,8.058,29.91,0,1,0,0,0,0,0,1,1
High,Education,0,1,8.415,2.105,1,0,1,1,0,1,1,1,1
High,Healthcare,1,1,5.527,3.392,1,1,0,0,1,1,0,1,1
High,Education,0,0,9.249,34.76,1,0,0,1,0,1,0,0,1
High,Education,1,1,5.489,25.938,0,1,1,1,0,1,1,1,1
Low,Healthcare,1,1,6.12,24.203,0,0,0,1,0,0,0,1,1
Low,Retail,0,1,5.901,4.477,0,0,0,0,0,1,1,0,1
High,Education,0,1,7.649,27.884,0,0,0,0,0,0,0,1,1
Low,IT,0,1,72.95,3.09,0,1,1,1,0,1,0,1,1
Medium,IT,1,1,7.997,7.205,1,0,1,1,1,1,0,1,1
Low,Retail,1,0,61.894,6.907,0,1,0,1,0,0,0,1,1
High,Education,1,1,10.01,5.412,0,0,0,0,1,1,0,1,1
Medium,Healthcare,1,1,9.668,3.257,0,0,0,0,0,0,0,0,1
Low,IT,1,1,765.237,26.513,0,1,0,1,0,0,0,1,1
High,Education,0,1,7.043,4.016,0,0,1,1,0,1,0,0,1
Medium,Education,0,1,68.412,39.751,0,0,1,0,1,1,0,1,1
Low,Education,1,0,7.379,20.86,0,0,1,0,1,0,1,0,1
High,Education,0,1,5.199,17.419,1,0,0,1,1,0,0,1,1
Low,Retail,0,1,6.08,32.108,1,0,1,0,1,1,1,1,1
High,Healthcare,1,1,9.72,165.493,1,0,0,0,1,1,0,1,1
Medium,Healthcare,1,1,8.603,4.257,0,0,0,1,0,0,0,0,1
Low,Healthcare,1,1,11.268,4.267,0,0,1,0,0,0,1,1,1
High,Healthcare,1,1,7.401,25.401,1,0,0,1,0,0,0,1,1
Medium,Retail,0,1,7.276,3.198,0,0,0,1,1,1,0,1,1
Medium,Healthcare,1,0,7.184,6.644,1,0,0,0,0,1,0,1,1
High,Retail,0,1,7.361,5.162,1,1,1,0,1,1,0,0,1
Medium,Education,1,1,6.68,3.321,1,0,0,1,0,1,0,0,1
Medium,IT,1,1,85.419,74.379,0,1,0,1,1,0,0,1,1
High,Retail,0,1,8.058,2.204,0,0,1,0,0,0,0,0,1
Medium,Healthcare,1,1,6.98,2.78,1,1,1,0,0,1,0,1,1
Medium,Healthcare,0,0,10.502,38.342,1,0,1,1,0,0,0,1,1
Medium,IT,1,1,11.793,1.703,1,0,0,0,0,1,0,1,1
Medium,Healthcare,1,1,103.331,668.546,0,1,0,0,1,1,0,0,1
Medium,Retail,1,1,911.624,4.274,1,0,1,1,1,1,1,0,1
Medium,Education,1,1,9.523,2.815,1,0,0,1,0,1,0,1,1
Medium,Healthcare,0,0,1.171,4.671,1,1,0,0,1,1,0,0,1
Medium,IT,1,1,9.52,4.219,0,0,0,0,0,0,0,1,1
Low,IT,1,1,6.829,35.43,1,0,0,0,0,1,0,1,1
Medium,Healthcare,0,1,8.784,218.722,1,0,0,0,1,1,0,1,1
High,Education,1,1,9.252,18.456,1,0,1,0,1,0,0,1,1
Low,IT,1,1,601.056,728.02,1,1,0,0,0,1,0,0,1
High,Education,1,1,7.43,19.708,1,1,0,1,1,1,0,1,1
Medium,IT,1,1,10.2,6.546,1,0,0,0,0,0,0,1,1
High,Healthcare,0,0,4.353,27.328,0,1,1,0,0,1,0,1,1
High,Healthcare,1,1,5.499,51.85,0,0,0,1,1,0,0,1,1
High,IT,0,0,76.471,4.698,0,1,0,1,0,1,0,1,1
Medium,Education,1,1,870.735,4.998,0,0,0,0,0,0,0,0,1
High,Retail,1,0,5.284,5.098,1,0,0,0,0,1,0,0,1
High,Education,1,1,7.746,1.582,0,0,0,0,1,1,0,1,1
Medium,Healthcare,1,0,10.307,29.854,0,0,1,0,1,0,0,1,1
Medium,Education,1,0,8.137,19.479,0,0,0,0,1,1,0,1,1
Low,Retail,1,1,9.878,42.839,0,1,1,1,1,0,0,1,1
Low,IT,0,1,6.815,2.014,1,0,0,0,0,1,0,0,1
Medium,IT,1,1,6.38,10.284,1,0,1,0,0,1,1,1,1
Medium,IT,1,1,9.697,36.437,1,1,0,0,0,1,0,1,1
Medium,Retail,1,0,873.853,6.863,0,0,1,1,0,1,0,1,1
Low,Retail,1,1,5.628,4.388,0,0,1,1,1,0,0,1,1
High,IT,1,1,6.398,2.113,1,0,1,0,0,1,1,0,1
Medium,Education,1,1,11.129,27.391,0,1,1,1,0,1,1,1,1
Medium,Retail,1,1,6.15,5.793,1,0,1,0,0,1,0,1,1
Medium,IT,1,1,9.868,6.475,1,1,1,0,1,0,0,0,1
Medium,Healthcare,1,1,7.043,1.805,0,1,1,0,0,1,0,1,1
Low,Retail,1,1,7.993,34.539,1,0,1,0,0,0,0,1,1
Medium,Healthcare,1,1,8.589,13.123,0,1,0,0,1,0,0,0,1
Medium,IT,1,1,37.98,27.464,1,0,0,1,1,1,1,1,1
High,Healthcare,0,1,5.074,6.627,0,0,0,1,1,1,0,0,1
Low,Healthcare,1,1,8.172,4.446,0,0,0,1,1,0,0,1,1
Medium,Healthcare,1,1,6.551,29.145,1,0,0,0,1,0,0,0,1
Medium,Healthcare,0,0,9.993,39.487,0,1,0,0,1,1,0,0,1
High,Healthcare,1,1,478.775,3.159,1,1,0,0,1,1,0,1,1
High,Healthcare,0,1,9.13,38.613,1,0,0,0,0,0,0,0,1
Medium,Education,1,0,5.247,5.115,0,0,0,0,0,0,0,1,1
Medium,IT,0,1,72.957,35.033,0,0,1,1,0,0,1,1,1
Medium,Retail,1,0,5.871,4.329,0,0,1,0,1,1,0,1,1
High,Healthcare,1,1,11.804,4.354,0,0,1,0,0,1,0,0,1
Low,IT,1,1,5.321,3.51,0,0,1,1,0,0,0,0,1
High,IT,1,0,7.755,2.896,1,0,1,0,0,1,0,0,1
High,Healthcare,1,0,4.546,32.122,0,0,0,0,0,0,0,0,1
High,Retail,0,1,1.119,5.048,0,0,0,0,1,0,0,1,1
High,Retail,0,1,880.256,5.173,0,0,0,1,0,0,0,1,1
Medium,Retail,1,1,8.273,22.933,1,1,1,1,1,0,1,1,1
Medium,Education,0,1,10.948,3.608,1,0,0,0,1,0,0,1,1
Low,Retail,1,1,8.294,28.706,1,0,0,0,0,1,0,1,1
Low,Retail,1,0,8.439,5.199,0,0,0,0,1,0,0,1,1
Low,IT,1,1,8.263,32.931,0,0,0,0,0,1,0,0,1
Medium,Retail,1,1,9.127,7.301,0,0,0,0,1,1,0,1,1
Medium,Retail,0,1,7.015,4.326,0,0,1,0,1,1,0,1,1
High,Education,1,1,75.714,5.772,1,0,1,0,0,0,0,1,1
Medium,Healthcare,1,1,9.62,2.478,1,0,0,1,1,1,0,1,1
Medium,Education,1,1,8.554,4.017,0,1,0,1,0,1,0,0,1
Medium,IT,1,1,7.771,4.924,1,0,0,0,0,1,0,1,1
High,Retail,1,1,5.198,24.5,1,0,0,1,1,1,0,1,1
High,IT,1,1,1.099,4.03,1,1,0,1,1,0,0,1,1
Medium,IT,1,1,6.677,5.577,0,0,1,1,0,1,0,1,1
Low,Education,1,0,9.974,35.088,0,1,1,0,1,1,1,1,1
Low,Healthcare,0,1,835.15,27.223,0,0,0,0,1,0,0,0,1
High,Retail,1,1,541.309,6.704,0,1,1,1,1,0,1,0,1
Medium,Education,1,0,1.05,2.242,0,0,0,1,0,1,0,1,1
High,IT,0,1,850.908,4.233,1,0,1,0,1,0,0,1,1
High,IT,1,1,10.67,293.758,0,0,1,0,1,1,0,1,1
Medium,Healthcare,1,1,76.351,25.947,1,0,0,1,1,1,0,0,1
High,Education,1,1,9.408,5.112,1,0,1,1,0,0,0,1,1
High,Retail,1,1,4.474,3.691,0,1,0,0,1,0,0,0,1
